flight,tail_number,long,lat,alt,manufacturer,model,reg_expiration,reg_owner,reg_city,reg_state,squawk,mph,spotted
CAP448,N948CP,-118.358,34.693,9275,CESSNA,182T,4/30/24,CIVIL AIR PATROL,MAXWELL AFB,ALABAMA,4767,460,11/9/22 11:40
DJR841,N841AM,-117.619,34.5341,40550,CESSNA,525B,10/31/23,RANCHO PACIFIC HOLDINGS LLC,RANCHO CUCAMONGA,CALIFORNIA,4140,463,11/9/22 11:50
SWA3452,N948WN,-118.726,34.837,35525,BOEING,737-7H4,8/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,6314,513,11/9/22 11:50
SWA2724,N8556Z,-118.685,34.484,28875,BOEING,737-800,1/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7353,523,11/9/22 12:00
UAL1271,N470UA,-118.654,34.7268,33600,AIRBUS INDUSTRIE,A320-232,4/30/25,UNITED AIRLINES INC,CHICAGO,ILLINOIS,,460,11/9/22 12:00
N294NG,N294NG,-118.376,34.5794,19775,PILATUS AIRCRAFT LTD,PC-12/47E,1/31/26,MJJ CAPITAL MANAGEMENT INC,ROSS,CALIFORNIA,1724,306,11/9/22 12:00
N126PG,N126PG,-117.503,34.2741,28925,EMBRAER EXECUTIVE AIRCRAFT INC,EMB-505,12/31/24,OSPREY AVIATION LLC,CEDAR FALLS,IOWA,,460,11/9/22 12:00
OCEAN11,N1003NX,-118.11,34.7623,12375,,,,,,,4653,460,11/9/22 12:00
JRE844,N844JS,-117.971,34.6922,19100,CESSNA,560XL,11/30/25,FE5344 LLC,KINSTON,NORTH CAROLINA,2430,456,11/9/22 12:00
SWA2772,N278WN,-117.965,34.5551,21625,BOEING,737-7H4,10/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3331,453,11/9/22 12:00
ASA232,N290AK,-117.936,34.6201,30450,BOEING,737-900ER,7/31/24,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,6720,520,11/9/22 12:00
N474J,N474J,-118.057,34.7516,16300,TEXTRON AVIATION INC,B200GT,6/30/24,SOPMACJ LLC,CARUTHERS,CALIFORNIA,2433,311,11/9/22 12:00
DJR841,N841AM,-118.565,34.8693,40500,CESSNA,525B,10/31/23,RANCHO PACIFIC HOLDINGS LLC,RANCHO CUCAMONGA,CALIFORNIA,4140,467,11/9/22 12:00
EJA737,N737QS,-117.948,34.6442,12775,BOMBARDIER INC,BD-100-1A10,6/30/25,NETJETS SALES INC,COLUMBUS,OHIO,6745,460,11/9/22 12:10
AAL119,N831AA,-117.812,34.643,38600,BOEING,787-9,10/31/23,AMERICAN AIRLINES INC,FORT WORTH,TEXAS,2340,552,11/9/22 12:10
DAL2134,N929DZ,-117.677,34.3588,25250,BOEING,737-900ER,8/31/23,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,4740,500,11/9/22 12:10
N566VR,N566VR,-117.362,34.5699,38050,CESSNA,560,7/31/23,R & C AVIATION LLC,VANCOUVER,WASHINGTON,1344,460,11/9/22 12:10
UAL1677,N27515,-118.271,34.6038,27425,BOEING,737-9,12/31/23,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,3244,555,11/9/22 12:10
N924LG,N924LG,-118.189,34.6035,10700,EMBRAER S A,EMB-505,2/28/25,RG42 LLC,PLANO,TEXAS,2352,460,11/9/22 12:10
SKW5217,N479CA,-118.044,34.4371,31525,BOMBARDIER INC,CL-600-2B19,12/31/23,SKYWEST AIRLINES INC,ST GEORGE,UTAH,3652,509,11/9/22 12:10
ASA566,N915AK,-118.586,34.5707,37600,BOEING,737-9,4/30/24,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,7667,513,11/9/22 12:10
SKW5583,N140SY,-117.605,34.4943,34600,EMBRAER S A,ERJ 170-200 LR,4/30/24,SKYWEST AIRLINES INC,SAINT GEORGE,UTAH,2616,516,11/9/22 12:20
N30VP,N30VP,-117.831,34.4371,23825,HAWKER BEECHCRAFT CORP,HAWKER 900XP,4/30/25,VP AIR LLC,WINCHESTER,VIRGINIA,1306,460,11/9/22 12:20
GDG49,N499SC,-118.663,34.4041,40425,GULFSTREAM AEROSPACE,GIV-X (G450),1/31/25,FLYING ACE LLC,CASTRO VALLEY,CALIFORNIA,7636,523,11/9/22 12:20
SWA1778,N8568Z,-117.863,34.6138,36575,BOEING,737-800,5/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7370,525,11/9/22 12:20
SWA2238,N7726A,-117.574,34.5835,25325,BOEING,737-7BD,6/30/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7631,470,11/9/22 12:20
SWA562,N7732A,-118.7,34.5562,28875,BOEING,737-7BD,7/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,6706,523,11/9/22 12:30
GAJ885,N885UP,-118.135,34.4989,13150,TEXTRON AVIATION INC,B300,5/31/25,WHEELS UP PARTNERS LLC,NEW YORK,NEW YORK,5146,311,11/9/22 12:30
SWA3287,N956WN,-118.06,34.6317,12100,BOEING,737-7H4,5/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,4777,382,11/9/22 12:30
N7215A,N7215A,-118.091,34.693,10400,BEECH,A36,1/31/26,A36 FLYERS LTD,RIO VERDE,ARIZONA,761,460,11/9/22 12:30
ASA34,N478AS,-118.686,34.8719,30250,BOEING,737-990ER,7/31/24,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,7207,536,11/9/22 12:30
EJM37,N307JW,-118.328,34.7573,38125,BOMBARDIER INC,BD-100-1A10,4/30/25,FINCH LAWRENCE G,MORAGA,CALIFORNIA,6032,493,11/9/22 12:30
SKW5583,N140SY,-118.594,34.9971,34500,EMBRAER S A,ERJ 170-200 LR,4/30/24,SKYWEST AIRLINES INC,SAINT GEORGE,UTAH,2616,516,11/9/22 12:30
N801PJ,N801PJ,-117.957,34.6523,37600,BRITISH AEROSPACE,BAE 125 SERIES 800A,6/30/24,GOVOA LLC,MIAMI BEACH,FLORIDA,3355,460,11/9/22 12:40
AAL1271,N969NN,-118.156,34.6377,19125,BOEING,737-823,4/30/24,AMERICAN AIRLINES INC,FORT WORTH,TEXAS,2431,449,11/9/22 12:40
N887WM,N887WM,-118.111,34.6352,22475,GULFSTREAM AEROSPACE CORP,GVI (G650ER),3/31/25,MENTE LLC,SEATTLE,WASHINGTON,3507,486,11/9/22 12:40
N391DT,N391DT,-117.992,34.5031,26400,CESSNA,550,11/30/25,FLIGHT LEVEL AVIATION LLC,CLOVIS,CALIFORNIA,1331,460,11/9/22 12:40
ARRIS69,N100554,-118.117,34.6335,3650,,,,,,,36,460,11/9/22 12:40
XOJ717,N717XJ,-118.293,34.5013,14850,CESSNA,750,12/31/24,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,2007,407,11/9/22 12:50
EJA391,N391QS,-117.933,34.5721,32525,EMBRAER EXECUTIVE AIRCRAFT INC,EMB-505,7/31/24,NETJETS SALES INC,OKLAHOMA CITY,OKLAHOMA,1576,520,11/9/22 12:50
SWA3476,N8733M,-118.578,34.7644,36625,BOEING,737-8,2/29/24,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,2047,523,11/9/22 12:50
MXY601,N114BZ,-118.368,34.5914,28550,EMBRAER EMPRESA BRASILEIRA DE,ERJ 190-100 IGW,8/31/24,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,2072,509,11/9/22 12:50
ASH5805,N944LR,-117.761,34.6637,29550,BOMBARDIER INC,CL-600-2D24,6/30/23,MESA AIRLINES INC,PHOENIX,ARIZONA,7265,516,11/9/22 12:50
SWA2373,N8522P,-117.72,34.541,31525,BOEING,737-800,2/28/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,4625,467,11/9/22 12:50
SWA274,N933WN,-117.649,34.7098,25025,BOEING,737-7H4,6/30/24,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,4701,500,11/9/22 12:50
AAL603,N437AN,-118.498,34.4488,32650,AIRBUS,A321-253NX,10/31/24,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,2671,527,11/9/22 12:50
N173NY,N173NY,-117.952,34.6443,13275,GULFSTREAM AEROSPACE,GV-SP,12/31/23,BLF AIRCRAFT HOLDINGS LLC,IRVINE,CALIFORNIA,1642,460,11/9/22 13:00
N79DS,N79DS,-118.517,34.5819,11825,BEECH,B36TC,11/30/25,BONANZA AIR VENTURES LLC,MAMMOTH LAKES,CALIFORNIA,2065,460,11/9/22 13:00
ASH5812,N948LR,-118.509,34.6532,37650,BOMBARDIER INC,CL-600-2D24,7/31/23,MESA AIRLINES INC,PHOENIX,ARIZONA,1740,460,11/9/22 13:00
GAJ801,N801UP,-118.233,34.714,23675,BEECHCRAFT CORP,B300,11/30/25,WHEELS UP PARTNERS LLC,SHELTON,CONNECTICUT,6344,373,11/9/22 13:00
JBU458,N547JB,-117.993,34.564,18050,AIRBUS,A320-232,1/31/24,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,7771,467,11/9/22 13:00
N32KC,N32KC,-118.816,34.2401,45625,EMBRAER EXECUTIVE AIRCRAFT INC,EMB-505,3/31/25,URBAN GREEN INVESTMENTS III LLC,SAN FRANCISCO,CALIFORNIA,6320,460,11/9/22 13:00
JSX105,N266JX,-118.181,34.6057,9300,EMBRAER,EMB-135LR,10/31/25,DELUX PUBLIC CHARTER LLC,DALLAS,TEXAS,4711,460,11/9/22 13:00
EJA544,N544QS,-117.655,34.5091,41625,TEXTRON AVIATION INC,680A,8/31/25,NETJETS SALES INC,COLUMBUS,OHIO,3363,488,11/9/22 13:00
UAL2414,N873UA,-118.199,34.5293,30500,AIRBUS,A319-132,5/31/23,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,672,509,11/9/22 13:00
ASA1411,N440AS,-118.319,34.8079,32500,BOEING,737-990ER,11/30/25,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,2451,516,11/9/22 13:00
ENY3890,N238NN,-117.642,34.5058,25350,EMBRAER S A,ERJ 170-200 LR,8/31/25,AMERICAN AIRLINES INC,FORT WORTH,TEXAS,7371,460,11/9/22 13:00
AAL1981,N776XF,-118.388,34.4984,30500,AIRBUS,A319-112,3/31/25,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,2376,509,11/9/22 13:00
SWA3124,N262WN,-118.633,34.8256,37550,BOEING,737-7H4,6/30/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,1770,509,11/9/22 13:10
EJA764,N764QS,-118.185,34.6626,9800,BOMBARDIER INC,BD-100-1A10,7/31/24,NETJETS SALES INC,OKLAHOMA CITY,OKLAHOMA,6604,329,11/9/22 13:10
DAL1914,N3739P,-118.4,34.8025,37475,BOEING,737-832,5/31/25,DELTA AIR LINES INC,ATLANTA,GEORGIA,1506,511,11/9/22 13:10
EJA901,N901QS,-117.761,34.5553,30225,TEXTRON AVIATION INC,680A,11/30/25,SURPLUS D&O LLC,COLUMBUS,OHIO,5760,490,11/9/22 13:10
SWA2408,N752SW,-118.605,34.4553,40650,BOEING,737-7H4,11/30/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,1027,460,11/9/22 13:10
SWA351,N412WN,-118.154,34.6937,21725,BOEING,737-7H4,12/31/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3360,405,11/9/22 13:10
N5950C,N5950C,-117.882,34.5927,30950,ISRAEL AIRCRAFT INDUSTRIES,GULFSTREAM G150,6/30/25,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,LEBANON,OHIO,2436,511,11/9/22 13:10
RAIDR37,N1013EX,-118.288,34.5463,8075,,,,,,,1200,274,11/9/22 13:10
N220DK,N220DK,-117.938,34.5742,19575,CESSNA,510,1/31/26,CENTRAL CITY WRECKING INC,RIVERSIDE,CALIFORNIA,3620,375,11/9/22 13:10
KPO371,N371FP,-118.141,34.6841,38550,GULFSTREAM AEROSPACE,G-IV,3/31/25,WING AVIATION GROUP LLC,WILMINGTON,DELAWARE,2455,546,11/9/22 13:10
UAL2070,N69840,-118.624,34.9345,36625,BOEING,737-924ER,1/31/24,UNITED AIRLINES INC,CHICAGO,ILLINOIS,1321,460,11/9/22 13:10
N6696Y,N6696Y,-118.35,34.5399,11425,BEECH,A36,10/31/24,ALCRI INC,LEWES,DELAWARE,1200,460,11/9/22 13:30
SKW5875,N487CA,-118.047,34.6488,25425,BOMBARDIER INC,CL-600-2B19,1/31/25,SKYWEST AIRLINES INC,ST GEORGE,UTAH,7736,520,11/9/22 13:30
NKS816,N690NK,-117.498,34.4658,29275,AIRBUS,A320-232,10/31/24,SPIRIT AIRLINES INC,MIRAMAR,FLORIDA,1302,502,11/9/22 13:30
N23RL,N23RL,-118.252,34.6102,7850,CESSNA,421C,2/28/26,CALJET INC,SAUGUS,CALIFORNIA,4673,460,11/9/22 13:30
UAL1623,N38257,-117.785,34.5163,33600,BOEING,737-824,10/31/24,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,1014,511,11/9/22 13:30
N41KN,N41KN,-117.975,34.5598,20200,CESSNA,525C,2/29/24,SPACE SHUTTLE AIRCRAFT LEASING CO II LLC,SALEM,OREGON,3374,458,11/9/22 13:30
LXJ376,N376FX,-118.467,34.881,26250,EMBRAER EXECUTIVE AIRCRAFT INC,EMB-505,10/31/25,FLEXJET LLC,CLEVELAND,OHIO,3277,477,11/9/22 13:40
DAL2256,N804DN,-117.787,34.3537,19500,BOEING,737-932ER,10/31/25,DELTA AIR LINES INC,ATLANTA,GEORGIA,7762,401,11/9/22 13:40
UAL710,N813UA,-118.135,34.6548,18650,AIRBUS INDUSTRIE,A319-131,4/30/25,UNITED AIRLINES INC,CHICAGO,ILLINOIS,5706,447,11/9/22 13:40
DAL323,N171DN,-117.374,34.5398,29450,BOEING,767-332,8/31/23,DELTA AIR LINES INC,ATLANTA,GEORGIA,,460,11/9/22 13:40
N220JJ,N220JJ,-118.739,34.7482,38575,RAYTHEON AIRCRAFT COMPANY,HAWKER 800XP,3/31/25,DELAWARE TRUST CO TRUSTEE,WILMINGTON,DELAWARE,,460,11/9/22 13:40
EJA599,N599QS,-118.374,34.8371,34500,CESSNA,560XL,9/30/25,NETJETS SALES INC,COLUMBUS,OHIO,6746,460,11/9/22 13:40
N9640Q,N9640Q,-118.296,34.67,4300,CESSNA,182M,10/31/24,FOUR ZERO QUEBEC INC,CHEYENNE,WYOMING,4764,460,11/9/22 13:40
SWA3288,N410WN,-118.711,34.8422,35550,BOEING,737-7H4,12/31/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,6316,511,11/9/22 13:50
UAL1745,N779UA,-118.533,34.7964,31525,BOEING,777-222,4/30/25,UNITED AIRLINES INC,CHICAGO,ILLINOIS,3731,460,11/9/22 13:50
SKW3367,N192SY,-118.514,34.9166,25875,EMBRAER S A,ERJ 170-200 LR,3/31/26,SKYWEST AIRLINES INC,ST GEORGE,UTAH,3606,470,11/9/22 13:50
N54DD,N54DD,-118.143,34.5055,19125,CESSNA,560,4/30/23,CHRYSLER AVIATION INC,VAN NUYS,CALIFORNIA,2013,460,11/9/22 13:50
JSX107,N254JX,-118.175,34.609,9550,EMBRAER,EMB-135LR,10/31/25,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,4663,460,11/9/22 13:50
AAL2016,N963NN,-118.34,34.6544,35600,BOEING,737-823,1/31/24,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,6745,523,11/9/22 13:50
SKW3415,N170SY,-118.553,34.3076,29625,EMBRAER S A,ERJ 170-200 LR,6/30/24,SKYWEST AIRLINES INC,ST GEORGE,UTAH,3611,447,11/9/22 13:50
N620FB,N620FB,-118.123,34.5963,23325,PILATUS AIRCRAFT LTD,PC-12/47E,4/30/24,CITY OF PHOENIX,PHOENIX,ARIZONA,3215,302,11/9/22 13:50
SWA597,N8612K,-117.858,34.5109,21250,BOEING,737-8H4,4/30/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3666,460,11/9/22 13:50
N251CF,N251CF,-117.854,34.5203,17425,BEECH,B200,6/30/24,BLACKHAWK MODIFICATIONS INC,WACO,TEXAS,4625,460,11/9/22 13:50
N29HG,N29HG,-118.51,34.9395,43575,BOMBARDIER INC,BD-100-1A10,10/31/25,TRACTOR & EQUIPMENT CO,TUKWILA,WASHINGTON,5737,460,11/9/22 13:50
N789BD,N789BD,-117.91,34.498,11450,CESSNA,T310Q,2/28/23,TROY FARMS LP,DELANO,CALIFORNIA,4707,460,11/9/22 13:50
QXE2038,N622QX,-118.673,34.9604,36600,EMBRAER S A,ERJ 170-200 LR,4/30/23,HORIZON AIR INDUSTRIES INC,SEATTLE,WASHINGTON,1522,500,11/9/22 13:50
N9640Q,N9640Q,-118.267,34.6806,4250,CESSNA,182M,10/31/24,FOUR ZERO QUEBEC INC,CHEYENNE,WYOMING,4764,460,11/9/22 13:50
N750NS,N750NS,-118.555,34.5705,19650,ISRAEL AEROSPACE INDUSTRIESLTD,G200,3/31/23,CFNS INC,DOVER,DELAWARE,5114,433,11/9/22 14:00
N917AP,N917AP,-117.77,34.5152,32550,TEXTRON AVIATION INC,525,1/31/25,WILDHORSE 340 LLC,KALISPELL,MONTANA,1015,470,11/9/22 14:00
AAL1187,N835AW,-118.209,34.726,23450,AIRBUS,A319-132,2/28/25,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,7324,523,11/9/22 14:00
SWA2755,N902WN,-118.749,34.5328,40600,BOEING,737-7H4,6/30/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7774,529,11/9/22 14:00
SWA3415,N293WN,-117.845,34.6993,23850,BOEING,737-7H4,8/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,4627,460,11/9/22 14:00
N9836S,N9836S,-117.834,34.5265,11400,RAYTHEON AIRCRAFT COMPANY,A36,6/30/23,BAUER BRUCE,LAGUNA BEACH,CALIFORNIA,7231,460,11/9/22 14:00
N9640Q,N9640Q,-118.27,34.6752,4200,CESSNA,182M,10/31/24,FOUR ZERO QUEBEC INC,CHEYENNE,WYOMING,4764,460,11/9/22 14:00
RAIDR37,N1013EX,-118.243,34.5687,5350,,,,,,,4000,272,11/9/22 14:10
N80906,N80906,-118.19,34.5933,7325,CESSNA,172M,5/31/24,RED DOOR AVIATION LLC,DOVER,DELAWARE,4725,460,11/9/22 14:10
SWA1997,N251WN,-117.744,34.6057,33550,BOEING,737-7H4,5/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,6352,527,11/9/22 14:10
VXP9453,N801XT,-117.46,34.6115,27750,BOEING,737-800,2/28/26,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,2012,490,11/9/22 14:10
N3117S,N3117S,-117.92,34.5413,17250,PIPER,PA46-500TP,3/31/24,PURE AVIATION LEASING LLC,LAS VEGAS,NEVADA,4614,460,11/9/22 14:10
N928PB,N928PB,-118.137,34.6635,15775,PIPER,PA46-500TP,4/30/24,ELBON JOHN W III,SEDALIA,COLORADO,2755,460,11/9/22 14:10
N9640Q,N9640Q,-118.275,34.6861,4225,CESSNA,182M,10/31/24,FOUR ZERO QUEBEC INC,CHEYENNE,WYOMING,4764,460,11/9/22 14:10
SWA3430,N412WN,-118.305,34.423,25750,BOEING,737-7H4,12/31/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7713,460,11/9/22 14:20
UAL821,N834UA,-118.804,34.8327,35575,AIRBUS INDUSTRIE,A319-131,4/30/25,UNITED AIRLINES INC,CHICAGO,ILLINOIS,6303,460,11/9/22 14:20
TAI563,N779AV,-118.433,34.6494,35650,AIRBUS,A320-251N,7/31/24,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,1756,520,11/9/22 14:20
EJA741,N741QS,-117.662,34.5342,39975,BOMBARDIER INC,BD-100-1A10,10/31/23,NETJETS SALES INC,OKLAHOMA CITY,OKLAHOMA,7645,513,11/9/22 14:20
N216GH,N216GH,-118.037,34.5826,4175,BELL,205A-1,5/31/25,ROTORCRAFT SUPPORT INC,FILLMORE,CALIFORNIA,,460,11/9/22 14:20
ATN3524,N419AZ,-118.609,34.5543,28675,BOEING,767-319,2/28/25,CARGO AIRCRAFT MANAGEMENT INC,WILMINGTON,OHIO,6747,550,11/9/22 14:20
N880SP,N880SP,-118.349,34.5676,7975,IAI LTD,GULFSTREAM G280,5/31/24,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,2117,460,11/9/22 14:20
N555HM,N555HM,-118.66,34.6438,34625,CESSNA,550,2/28/26,AIROPS II LLC,SALINAS,CALIFORNIA,7664,460,11/9/22 14:20
N9640Q,N9640Q,-118.276,34.6869,4250,CESSNA,182M,10/31/24,FOUR ZERO QUEBEC INC,CHEYENNE,WYOMING,4764,460,11/9/22 14:20
N551SW,N551SW,-118.281,34.5149,15700,BOMBARDIER INC,BD-700-1A10,1/31/24,SN 9086 LLC,WILMINGTON,DELAWARE,5707,414,11/9/22 14:30
UAL2335,N811UA,-118.041,34.629,32650,AIRBUS INDUSTRIE,A319-131,4/30/25,UNITED AIRLINES INC,CHICAGO,ILLINOIS,1640,532,11/9/22 14:30
JSX108,N266JX,-117.995,34.6017,18475,EMBRAER,EMB-135LR,10/31/25,DELUX PUBLIC CHARTER LLC,DALLAS,TEXAS,5145,460,11/9/22 14:30
AAL1208,N984NN,-118.307,34.4892,14275,BOEING,737-823,1/31/25,AMERICAN AIRLINES INC,FORT WORTH,TEXAS,5705,403,11/9/22 14:40
N284DS,N284DS,-118.071,34.6298,11375,BOMBARDIER INC,BD-700-1A10,9/30/24,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,556,338,11/9/22 14:40
SWA1854,N254WN,-118.699,34.5365,39875,BOEING,737-7H4,5/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,6725,520,11/9/22 14:40
AAL1981,N776XF,-118.121,34.5986,28350,AIRBUS,A319-112,3/31/25,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,2440,541,11/9/22 14:40
N41KN,N41KN,-118.059,34.4518,35800,CESSNA,525C,2/29/24,SPACE SHUTTLE AIRCRAFT LEASING CO II LLC,SALEM,OREGON,6716,486,11/9/22 14:40
SWA854,N8767M,-117.704,34.673,35225,BOEING,737-8,8/31/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3732,523,11/9/22 14:40
DAL2904,N341NW,-118.662,34.8605,32550,AIRBUS INDUSTRIE,A320-212,6/30/25,DELTA AIR LINES INC,ATLANTA,GEORGIA,2003,460,11/9/22 14:40
TIV70,N70VM,-118.352,34.5672,7850,TEXTRON AVIATION INC,525B,10/31/23,VMI ENTERPRISES LLC,LAS VEGAS,NEVADA,6043,460,11/9/22 14:40
N9640Q,N9640Q,-118.282,34.707,9375,CESSNA,182M,10/31/24,FOUR ZERO QUEBEC INC,CHEYENNE,WYOMING,5703,460,11/9/22 14:40
SWA101,N8537Z,-118.445,34.88,26800,BOEING,737-800,7/31/23,SOUTHWEST AIRLINES INC,DALLAS,TEXAS,3205,495,11/9/22 14:50
SWA518,N444WN,-117.688,34.5502,40675,BOEING,737-7H4,11/30/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,1624,520,11/9/22 14:50
N620TC,N620TC,-118.534,34.4028,36825,CESSNA,525,2/29/24,RAH STOCKTON PROPERTIES LLC,SAN JOSE,CALIFORNIA,1306,460,11/9/22 14:50
PAT103,N10000J,-118.42,34.4712,18550,,,,,,,5731,246,11/9/22 14:50
REY13,N10024P,-117.807,34.4571,22325,,,,,,,4763,308,11/9/22 14:50
N905SA,N905SA,-118.347,34.568,61625,BOMBARDIER INC,CL-600-2B16(CL-604),9/30/23,SIERRA AVIATION INC,KANSAS CITY,MISSOURI,1755,320,11/9/22 14:50
LXJ582,N582FX,-118.717,34.4866,22825,BOMBARDIER INC,BD-100-1A10,1/31/25,FLEXJET LLC,CLEVELAND,OHIO,7220,444,11/9/22 15:00
EJA565,N565QS,-118.245,34.5506,16825,CESSNA,560XL,8/31/25,NETJETS SALES INC,COLUMBUS,OHIO,2471,460,11/9/22 15:00
JAS685,N685DC,-118.037,34.6159,12050,DASSAULT AVIATION,FALCON 7X,4/30/24,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,3375,460,11/9/22 15:00
DRAG35,N1001GH,-117.78,34.9145,21150,,,,,,,12,460,11/9/22 15:10
ASH5826,N249LR,-118.474,34.7967,36600,BOMBARDIER INC,CL-600-2D24,6/30/23,MESA AIRLINES INC,PHOENIX,ARIZONA,772,460,11/9/22 15:10
WAYLN42,N1010ZX,-118.125,34.61,3850,,,,,,,47,460,11/9/22 15:10
SKW4994,N715SK,-117.512,34.6911,36725,BOMBARDIER INC,CL-600-2C10,4/30/25,SKYWEST AIRLINES INC,ST GEORGE,UTAH,731,523,11/9/22 15:20
N363AL,N363AL,-118.232,34.3722,42875,CESSNA,525B,11/30/23,NUNES COMPANY INC,SALINAS,CALIFORNIA,7356,458,11/9/22 15:20
N169LG,N169LG,-117.469,34.2886,41700,CESSNA,560XL,7/31/25,DOG AIR LLC,SANTA CLARA,CALIFORNIA,3610,481,11/9/22 15:20
N98UF,N98UF,-118.435,34.8885,40700,LEARJET INC,60,5/31/23,UNIVERSAL FUNDING CORP,SPOKANE VALLEY,WASHINGTON,2064,460,11/9/22 15:20
EJA687,N687QS,-118.404,34.6682,40675,TEXTRON AVIATION INC,680A,10/31/25,NETJETS SALES INC,COLUMBUS,OHIO,1660,502,11/9/22 15:20
WAYLN42,N1010ZX,-118.041,34.6123,3700,,,,,,,47,460,11/9/22 15:20
N465PA,N465PA,-118.484,34.7892,13525,EMBRAER,EMB-120ER,4/30/25,PHOENIX AIR GROUP INC,CARTERSVILLE,GEORGIA,4667,460,11/9/22 15:40
TIV650,N650VM,-118.074,34.6284,30525,TEXTRON AVIATION INC,525,10/31/25,TTX HOLDINGS LLC,LAS VEGAS,NEVADA,,460,11/9/22 15:40
SWA400,N7825A,-117.993,34.6873,22625,BOEING,737-7CT,2/29/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,2422,460,11/9/22 15:40
WWI93,N993SA,-118.359,34.5656,7925,CANADAIR LTD,CL-600-2B16,12/31/24,EXPRESS TRANSPORTATION CORP,CHEYENNE,WYOMING,1520,460,11/9/22 15:40
N58HE,N58HE,-117.989,34.6321,11325,BEECH,58TC,6/30/25,XIAIR LLC,LUBBOCK,TEXAS,3343,460,11/9/22 15:40
GAJ885,N885UP,-118.109,34.4758,26500,TEXTRON AVIATION INC,B300,5/31/25,WHEELS UP PARTNERS LLC,NEW YORK,NEW YORK,5775,327,11/9/22 15:40
HAL7,N380HA,-118.555,34.5988,40750,AIRBUS,A330-243,7/31/25,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,2434,534,11/9/22 15:40
SKW3369,N192SY,-118.514,34.8521,28500,EMBRAER S A,ERJ 170-200 LR,3/31/26,SKYWEST AIRLINES INC,ST GEORGE,UTAH,6732,479,11/9/22 15:40
WAYLN42,N1010ZX,-118.021,34.5816,3825,,,,,,,47,460,11/9/22 15:40
N284G,N284G,-118.135,34.7201,15550,PILATUS,PC-12/45,2/28/26,GTN AVIATION LLC,VISALIA,CALIFORNIA,7313,460,11/9/22 15:50
JBU1080,N703JB,-117.684,34.3557,21375,AIRBUS,A320-232,4/30/25,JETBLUE AIRWAYS CORP,LONG ISLAND CITY,NEW YORK,4660,460,11/9/22 15:50
N484WM,N484WM,-117.91,34.6072,30075,,,,,OKLAHOMA CITY,OKLAHOMA,6752,490,11/9/22 15:50
